1,285592
2,399671
3,266109
4,101543
5,12296
6,895
7,407
8,175
9,458
10,315
11,1151
12,1101
13,3473
14,1739
15,899
16,474
17,15361
18,697
19,3083
20,1656
21,4024
22,2712
23,724
24,2325061
25,171642
26,11340
27,22702
28,6084
29,1450
30,810
31,540
32,76
33,4669
34,456
35,87
36,142129
37,167692
38,322
39,230
40,2958
41,3082
42,18527
43,6363
44,1256
45,6586
46,22078
47,241444
48,79498
49,55703
50,173987
51,16494
52,72760
53,42229
54,16605
55,35754
56,297753
57,703660
58,163829
59,42801
60,61696
61,36162
62,104323
63,2517246
64,867651
65,208733
66,24163
67,41820
68,9628
69,3423
70,7059
71,90
72,263
73,33
74,540
75,4
76,1
77,5
78,6
79,3
80,1773
81,4275
82,5
83,13
84,53
85,2
86,145
87,244
88,123188
89,6808
90,1607
91,175
92,36
93,18
94,4511
95,13
96,13
97,59
98,210
99,189
100,942
101,482
102,881
103,64315
104,392
105,1272
106,313
107,217
108,208
109,1111
110,12712
111,136213
112,15059
113,14597
114,11981
115,4664
116,117016
117,78405
118,52137
119,47158
120,347079
121,207663
122,21873
123,25572
124,31532
125,18264
126,34347
127,131967
128,307120
129,51034
130,33284
131,2701
132,3688
133,1556
134,64
135,84
136,7
137,2
138,12
139,5
140,5
141,5
142,70
143,11
144,24
145,51
146,2
147,2
148,68
149,3
150,2
151,28
152,16174
153,31237
154,371
155,55
156,64
157,2544
158,174
159,23
160,19
161,456
162,55
163,54
164,75
165,65
166,335
167,311
168,632
169,13295
170,610
171,52
172,54
173,1838
174,16513
175,19843
176,9037
177,2540
178,44879
179,22775
180,8314
181,4740
182,124309
183,75539
184,62608
185,4778
186,4202
187,34609
188,75846
189,12413
190,10034
191,38154
192,22677
193,3260
194,424
195,152
196,74
197,12
200,1
202,1
203,1
205,39
206,1
207,3
208,318
209,165
210,6
214,338
215,29
216,682
217,18
218,3
219,4
220,1
222,15
223,4
224,28
225,124
226,11
227,21
228,4
229,4
230,68
231,1
232,80
234,3
235,14
236,13
237,24
238,180
239,135
240,594
241,1032
242,869
243,20461
244,73994
245,16234
246,6580
247,1089
248,770
249,183
250,144
251,198
252,517
253,1976
254,5172
255,11834
256,4751
257,1178
258,166
259,127
260,119
261,9
262,1
278,1
280,183
281,28
282,46
284,10
285,1
293,2
296,16
298,9
299,21
300,4
301,21
302,572
303,56
304,123
305,134
306,297
307,82
308,95
309,396
310,886
311,372
312,174
313,359
314,420
315,75
316,26
317,314866
318,21702
319,3936
320,717
321,185
322,3451
323,58
324,15
325,4
326,591
335,1
336,16
344,19
345,6
352,118
356,66
358,21
360,1
365,3
366,188
367,7
368,38
369,1
370,1
372,2
373,6
374,2
375,25
376,11
377,2
379,15
380,164
381,1169
382,1087
383,203
384,123
385,7
387,6
388,9
389,2
404,17
408,572
409,1579
410,153
422,9
424,216
429,3
430,12
431,52
432,14
433,3
434,4
435,1
439,8
440,29
441,918
442,170
443,119
444,39
445,36
446,21885
447,180
448,8
449,2
452,1
486,2
493,1
504,10
506,2
507,8
510,2
511,10174
512,257
513,68
514,5
568,21
573,43
574,32
575,166
576,129
577,50
578,1
620,1
621,12
622,29
623,1989
624,638
625,234
626,152
627,65
628,22
629,13
631,16
632,22
633,405
634,923
635,379
636,208
637,97
638,31
639,61
640,2
696,1
698,1
703,25
704,414
705,13
765,336
766,102
768,1
769,1
886,1
895,1
957,3
958,8
1024,3
1152,1
1216,1
1470,1
1664,1
4544,1
6463,1
12800,1
